Адрес	Широта	Долгота	"Уникальный идентификатор объявления"	"Начало размещения"	"Окончание размещения"	"Способ размещения"	"Услуга продвижения"	"Номер объявления на Авито"	"Контактное лицо"	"Номер телефона"	"Идентификатор адреса"	"Способ связи"	Addresses	"Адреса отгрузки"	Категория	"Описание объявления"	"Названия фото"	"Ссылки на фото"	"Ссылка на видео"	"Настройка цены целевого действия"	"Настройка цены целевого действия: автоматическая"	"Настройка цены целевого действия: ручная"	"Название объявления"	"Интернет звонки"	"Устройства для приёма звонков"	"Способ доставки"	"Вес (Для Доставки)"	"Длина (Для Доставки)"	"Высота (Для Доставки)"	"Ширина (Для Доставки)"	Возвраты	"Субсидирование доставки"	Цена	"URL видеофайла"	"Вид товара"	"Вид объявления"	"Тип товара"	"Вид запчасти"	"Тип детали двигателя"	Состояние	Происхождение	Доступность	Производитель	"Номер детали OEM"	"Производитель оригинала"	"Номер оригинала"	"Авто для которых подходит запчасть"	"Включая НДС"	"Оптовые продажи"	"Тип минимального заказа"	"Количество в минимальном заказе"	Фасовка	"Количество в фасовке"	"В чём измеряются товары"	"Скидка за опт"	"Размер скидки за опт"
"Республика Крым, Симферополь, ул. Героев Сталинграда, 10"			7980104099					7980104099							"Запчасти и аксессуары"	"Двигатель Нyundаi Sоlаris G4FG
Город: Республика Крым, Симферополь, ул. Героев Сталинграда, 10
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/simferopol/zapchasti_i_aksessuary/dvigatel_nyundai_solaris_g4fg_7980104099"							"Двигатель Нyundаi Sоlаris G4FG"										103500							new																
"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2"			7980102712					7980102712							"Запчасти и аксессуары"	"Двигатель Kia Soul G4GC в наличии
Город: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/dvigatel_kia_soul_g4gc_v_nalichii_7980102712"							"Двигатель Kia Soul G4GC в наличии"										115200							new																
"Волгоградская обл., Волгоград, ул. Пржевальского, 20"			7980102153					7980102153							"Запчасти и аксессуары"	"Двигатель Geely Vision JL4G18 в наличии
Город: Волгоградская обл., Волгоград, ул. Пржевальского, 20
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/volgograd/zapchasti_i_aksessuary/dvigatel_geely_vision_jl4g18_v_nalichii_7980102153"							"Двигатель Geely Vision JL4G18 в наличии"										135000							new																
"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2"			7980101842					7980101842							"Запчасти и аксессуары"	"Двигатель Hyundai Getz G4ED в наличии
Город: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/dvigatel_hyundai_getz_g4ed_v_nalichii_7980101842"							"Двигатель Hyundai Getz G4ED в наличии"										108000							new																
"Республика Крым, Симферополь, ул. Героев Сталинграда, 10"			7980097055					7980097055							"Запчасти и аксессуары"	"Двигатель Hyundai Coupe G4GC в наличии
Город: Республика Крым, Симферополь, ул. Героев Сталинграда, 10
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/simferopol/zapchasti_i_aksessuary/dvigatel_hyundai_coupe_g4gc_v_nalichii_7980097055"							"Двигатель Hyundai Coupe G4GC в наличии"										115200							new																
"Волгоградская обл., Волгоград, ул. Пржевальского, 20"			7980096292					7980096292							"Запчасти и аксессуары"	"Двигатель Geely Coolray JLH-3G15TD в наличии
Город: Волгоградская обл., Волгоград, ул. Пржевальского, 20
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/volgograd/zapchasti_i_aksessuary/dvigatel_geely_coolray_jlh-3g15td_v_nalichii_7980096292"							"Двигатель Geely Coolray JLH-3G15TD в наличии"										136800							new																
"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2"			7980095111					7980095111							"Запчасти и аксессуары"	"Двигатель Kia Venga G4FC в наличии
Город: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/dvigatel_kia_venga_g4fc_v_nalichii_7980095111"							"Двигатель Kia Venga G4FC в наличии"										81000							new																
"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2"			7980093914					7980093914							"Запчасти и аксессуары"	"Двигатель ZAZ Vida SQR477F в наличии
Город: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/dvigatel_zaz_vida_sqr477f_v_nalichii_7980093914"							"Двигатель ZAZ Vida SQR477F в наличии"										94500							new																
"Республика Крым, Симферополь, ул. Героев Сталинграда, 10"			7980090418					7980090418							"Запчасти и аксессуары"	"Двигатель Kia Optima G4KD в наличии
Город: Республика Крым, Симферополь, ул. Героев Сталинграда, 10
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/simferopol/zapchasti_i_aksessuary/dvigatel_kia_optima_g4kd_v_nalichii_7980090418"							"Двигатель Kia Optima G4KD в наличии"										135000							new																
"Волгоградская обл., Волгоград, ул. Пржевальского, 20"			7980085613					7980085613							"Запчасти и аксессуары"	"Двигатель Kia Soul G4FC в наличии
Город: Волгоградская обл., Волгоград, ул. Пржевальского, 20
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/volgograd/zapchasti_i_aksessuary/dvigatel_kia_soul_g4fc_v_nalichii_7980085613"							"Двигатель Kia Soul G4FC в наличии"										81000							new																
"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2"			7980082792					7980082792							"Запчасти и аксессуары"	"Двигатель Нyundаi Сrеta G4NA в наличии
Город: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/chelyabinsk/zapchasti_i_aksessuary/dvigatel_nyundai_sreta_g4na_v_nalichii_7980082792"							"Двигатель Нyundаi Сrеta G4NA в наличии"										135000							new																
"Самарская обл., Самара, ул. Авроры, 110к3"			7980082581					7980082581							"Запчасти и аксессуары"	"Двигатель Vortex Estina SQR477F в наличии
Город: Самарская обл., Самара, ул. Авроры, 110к3
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/samara/zapchasti_i_aksessuary/dvigatel_vortex_estina_sqr477f_v_nalichii_7980082581"							"Двигатель Vortex Estina SQR477F в наличии"										94500							new																
"Волгоградская обл., Волгоград, ул. Пржевальского, 20"			7980081969					7980081969							"Запчасти и аксессуары"	"Двигатель Kia Rio G4EE
Город: Волгоградская обл., Волгоград, ул. Пржевальского, 20
Категория: Запчасти и аксессуары
Ссылка: https://www.avito.ru/volgograd/zapchasti_i_aksessuary/dvigatel_kia_rio_g4ee_7980081969"							"Двигатель Kia Rio G4EE"										108000							new																
